code,status,name,periodicidad,n,bloque_sondeo
25842,http_429,NA,NA,0,EXPORTS
25843,http_429,NA,NA,0,EXPORTS
25844,http_429,NA,NA,0,EXPORTS
25845,http_429,NA,NA,0,EXPORTS
25846,http_429,NA,NA,0,EXPORTS
25847,http_429,NA,NA,0,EXPORTS
25848,http_429,NA,NA,0,EXPORTS
25849,http_429,NA,NA,0,EXPORTS
25850,http_429,NA,NA,0,EXPORTS
25851,http_429,NA,NA,0,EXPORTS
25852,http_429,NA,NA,0,EXPORTS
25853,http_429,NA,NA,0,EXPORTS
25854,http_429,NA,NA,0,EXPORTS
25855,http_429,NA,NA,0,EXPORTS
25856,http_429,NA,NA,0,EXPORTS
25857,http_429,NA,NA,0,EXPORTS
25858,http_429,NA,NA,0,EXPORTS
25859,http_429,NA,NA,0,EXPORTS
25860,http_429,NA,NA,0,EXPORTS
25861,http_429,NA,NA,0,EXPORTS
25862,http_429,NA,NA,0,EXPORTS
25863,http_429,NA,NA,0,EXPORTS
25864,http_429,NA,NA,0,EXPORTS
25865,http_429,NA,NA,0,EXPORTS
25866,http_429,NA,NA,0,EXPORTS
25867,http_429,NA,NA,0,EXPORTS
25868,http_429,NA,NA,0,EXPORTS
25869,http_429,NA,NA,0,EXPORTS
25870,http_429,NA,NA,0,EXPORTS
25871,http_429,NA,NA,0,EXPORTS
25872,http_429,NA,NA,0,EXPORTS
25873,http_429,NA,NA,0,EXPORTS
25874,http_429,NA,NA,0,EXPORTS
25875,http_429,NA,NA,0,EXPORTS
25876,http_429,NA,NA,0,EXPORTS
25877,http_429,NA,NA,0,EXPORTS
25878,http_429,NA,NA,0,EXPORTS
25879,http_429,NA,NA,0,EXPORTS
25880,http_429,NA,NA,0,EXPORTS
25881,http_429,NA,NA,0,EXPORTS
25882,http_429,NA,NA,0,EXPORTS
25883,http_429,NA,NA,0,EXPORTS
25884,http_429,NA,NA,0,EXPORTS
25885,http_429,NA,NA,0,EXPORTS
25886,http_429,NA,NA,0,EXPORTS
25887,http_429,NA,NA,0,EXPORTS
25888,http_429,NA,NA,0,EXPORTS
25889,http_429,NA,NA,0,EXPORTS
25890,http_429,NA,NA,0,EXPORTS
25891,http_429,NA,NA,0,EXPORTS
25892,http_429,NA,NA,0,EXPORTS
25893,http_429,NA,NA,0,EXPORTS
25894,http_429,NA,NA,0,EXPORTS
25895,http_429,NA,NA,0,EXPORTS
25896,http_429,NA,NA,0,EXPORTS
25897,http_429,NA,NA,0,EXPORTS
25898,http_429,NA,NA,0,EXPORTS
25899,http_429,NA,NA,0,EXPORTS
25900,http_429,NA,NA,0,EXPORTS
25901,http_400,NA,NA,0,EXPORTS
25902,http_429,NA,NA,0,EXPORTS
25903,http_429,NA,NA,0,EXPORTS
25904,http_400,NA,NA,0,EXPORTS
25905,http_400,NA,NA,0,EXPORTS
25906,http_400,NA,NA,0,EXPORTS
25907,http_400,NA,NA,0,EXPORTS
25908,http_400,NA,NA,0,EXPORTS
25909,http_400,NA,NA,0,EXPORTS
25910,http_400,NA,NA,0,EXPORTS
25911,http_400,NA,NA,0,EXPORTS
25912,http_400,NA,NA,0,EXPORTS
25913,http_400,NA,NA,0,EXPORTS
25914,http_400,NA,NA,0,EXPORTS
25915,http_400,NA,NA,0,EXPORTS
25916,http_400,NA,NA,0,EXPORTS
25917,http_400,NA,NA,0,EXPORTS
25918,http_400,NA,NA,0,EXPORTS
25919,http_400,NA,NA,0,EXPORTS
25920,http_400,NA,NA,0,EXPORTS
25921,http_400,NA,NA,0,EXPORTS
25922,http_400,NA,NA,0,EXPORTS
25923,http_400,NA,NA,0,EXPORTS
25924,http_429,NA,NA,0,EXPORTS
25925,http_400,NA,NA,0,EXPORTS
25926,http_400,NA,NA,0,EXPORTS
25927,http_400,NA,NA,0,EXPORTS
25928,http_400,NA,NA,0,EXPORTS
25929,http_400,NA,NA,0,EXPORTS
25930,http_400,NA,NA,0,EXPORTS
25931,http_400,NA,NA,0,EXPORTS
25932,http_400,NA,NA,0,EXPORTS
25933,http_429,NA,NA,0,EXPORTS
25934,http_400,NA,NA,0,EXPORTS
25935,http_400,NA,NA,0,EXPORTS
25936,http_400,NA,NA,0,EXPORTS
25937,http_400,NA,NA,0,EXPORTS
25938,http_400,NA,NA,0,EXPORTS
25939,http_400,NA,NA,0,EXPORTS
25940,http_400,NA,NA,0,EXPORTS
25941,http_400,NA,NA,0,EXPORTS
25942,http_400,NA,NA,0,EXPORTS
25943,http_400,NA,NA,0,EXPORTS
25944,http_400,NA,NA,0,EXPORTS
25945,http_400,NA,NA,0,EXPORTS
25946,http_400,NA,NA,0,EXPORTS
25947,http_429,NA,NA,0,EXPORTS
25948,http_400,NA,NA,0,EXPORTS
25949,http_400,NA,NA,0,EXPORTS
25950,http_400,NA,NA,0,EXPORTS
25951,http_400,NA,NA,0,EXPORTS
25952,http_400,NA,NA,0,EXPORTS
25953,http_400,NA,NA,0,EXPORTS
25954,http_400,NA,NA,0,EXPORTS
25955,http_400,NA,NA,0,EXPORTS
25956,http_429,NA,NA,0,EXPORTS
25957,http_429,NA,NA,0,EXPORTS
25958,http_400,NA,NA,0,EXPORTS
25959,http_429,NA,NA,0,EXPORTS
25960,http_400,NA,NA,0,EXPORTS
25961,http_429,NA,NA,0,EXPORTS
25962,http_429,NA,NA,0,EXPORTS
25963,http_429,NA,NA,0,EXPORTS
25964,http_429,NA,NA,0,EXPORTS
25965,http_429,NA,NA,0,EXPORTS
25966,http_400,NA,NA,0,EXPORTS
25967,http_400,NA,NA,0,EXPORTS
25968,http_429,NA,NA,0,EXPORTS
25969,http_429,NA,NA,0,EXPORTS
25970,http_400,NA,NA,0,EXPORTS
25971,http_429,NA,NA,0,EXPORTS
25972,http_400,NA,NA,0,EXPORTS
25973,http_429,NA,NA,0,EXPORTS
25974,http_400,NA,NA,0,EXPORTS
25975,http_429,NA,NA,0,EXPORTS
25976,http_429,NA,NA,0,EXPORTS
25977,http_400,NA,NA,0,EXPORTS
25978,http_429,NA,NA,0,EXPORTS
25979,http_429,NA,NA,0,EXPORTS
25980,http_400,NA,NA,0,EXPORTS
25981,http_429,NA,NA,0,EXPORTS
25982,http_429,NA,NA,0,EXPORTS
25983,http_429,NA,NA,0,EXPORTS
25984,http_429,NA,NA,0,EXPORTS
25985,http_429,NA,NA,0,EXPORTS
25986,http_429,NA,NA,0,EXPORTS
25987,http_400,NA,NA,0,EXPORTS
25988,http_429,NA,NA,0,EXPORTS
25989,http_429,NA,NA,0,EXPORTS
25990,http_429,NA,NA,0,EXPORTS
25991,http_429,NA,NA,0,EXPORTS
25992,http_429,NA,NA,0,EXPORTS
