codigo,nombre,descripcion,cuenta,periodo,unidad,medida,Unidad,Medida,freq,familia,node,DESCRIPCION
20236,Gobiernos Estatales y Locales,Gobiernos Estatales y Locales,E07.37.02.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Depósitos Transferibles y Otros [20141]/Gobiernos Estatales y Locales [20236]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Depósitos Transferibles y Otros [20141]/Gobiernos Estatales y Locales [20236]')
20237,Gobiernos Estatales y Locales,Gobiernos Estatales y Locales,E07.37.02.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Valores [20683]/Gobiernos Estatales y Locales [20237]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Valores [20683]/Gobiernos Estatales y Locales [20237]')
20405,Otros Activos,Otros Activos,E07.37.01.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Otros Activos [20405]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Otros Activos [20405]')
20457,Otros Pasivos,Otros Pasivos,E07.37.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Otros Pasivos [20457]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Otros Pasivos [20457]')
20518,Pasivos,Pasivos,E07.37.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]')
20552,Préstamos,Préstamos,E07.37.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Préstamos [20552]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Préstamos [20552]')
20649,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.37.01.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Valores Distintos de Acciones [20695]/Sociedades Públicas no Financieras [20649]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Valores Distintos de Acciones [20695]/Sociedades Públicas no Financieras [20649]')
20650,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.37.01.02.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Préstamos [20552]/Sociedades Públicas no Financieras [20650]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Préstamos [20552]/Sociedades Públicas no Financieras [20650]')
20651,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.37.02.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Depósitos Transferibles y Otros [20141]/Sociedades Públicas no Financieras [20651]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Depósitos Transferibles y Otros [20141]/Sociedades Públicas no Financieras [20651]')
20652,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.37.02.02.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Valores [20683]/Sociedades Públicas no Financieras [20652]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Valores [20683]/Sociedades Públicas no Financieras [20652]')
20683,Valores,Valores,E07.37.02.02.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Valores [20683]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Pasivos [20518]/Valores [20683]')
20695,Valores Distintos de Acciones,Valores Distintos de Acciones,E07.37.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,1,Colón Costarricense,,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Valores Distintos de Acciones [20695]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero de las otras socieda [20084]/Activos [19953]/Valores Distintos de Acciones [20695]')
