codigo,nombre,descripcion,cuenta,periodo,unidad,medida,Unidad,Medida,freq,familia,node,DESCRIPCION
20232,Gobiernos Estatales y Locales,Gobiernos Estatales y Locales,E07.36.02.01.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Depósitos Transferibles y Otros [20140]/Gobiernos Estatales y Locales [20232]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Depósitos Transferibles y Otros [20140]/Gobiernos Estatales y Locales [20232]')
20233,Gobiernos Estatales y Locales,Gobiernos Estatales y Locales,E07.36.02.02.02.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Valores [20682]/Gobiernos Estatales y Locales [20233]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Valores [20682]/Gobiernos Estatales y Locales [20233]')
20404,Otros Activos,Otros Activos,E07.36.01.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Otros Activos [20404]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Otros Activos [20404]')
20456,Otros Pasivos,Otros Pasivos,E07.36.02.03.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Otros Pasivos [20456]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Otros Pasivos [20456]')
20517,Pasivos,Pasivos,E07.36.02.00.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]')
20551,Préstamos,Préstamos,E07.36.01.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]')
20645,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.36.01.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Valores Distintos de Acciones [20694]/Sociedades Públicas no Financieras [20645]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Valores Distintos de Acciones [20694]/Sociedades Públicas no Financieras [20645]')
20646,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.36.01.02.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]/Sociedades Públicas no Financieras [20646]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Préstamos [20551]/Sociedades Públicas no Financieras [20646]')
20647,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.36.02.01.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Depósitos Transferibles y Otros [20140]/Sociedades Públicas no Financieras [20647]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Depósitos Transferibles y Otros [20140]/Sociedades Públicas no Financieras [20647]')
20648,Sociedades Públicas no Financieras,Sociedades Públicas no Financieras,E07.36.02.02.03.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Valores [20682]/Sociedades Públicas no Financieras [20648]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Valores [20682]/Sociedades Públicas no Financieras [20648]')
20682,Valores,Valores,E07.36.02.02.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Valores [20682]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Pasivos [20517]/Valores [20682]')
20694,Valores Distintos de Acciones,Valores Distintos de Acciones,E07.36.01.01.00.00.00.00.00.M.CRC,Mensual,CRC,4,Colón Costarricense,Millones,M,M.CRC,Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Valores Distintos de Acciones [20694]'),Node('/BCCR/Sector Monetario y Financiero/Crédito al sector público no financiero del banco central [20085]/Activos [19952]/Valores Distintos de Acciones [20694]')
