codigo,DESCRIPCION,Unidad,periodo
1494,,,
1304,,,
1413,,,
1467,,,
3641,,,
1307,,,
1308,,,
1309,,,
1310,,,
1433,,,
1434,,,
1435,,,
1468,,,
1469,,,
1470,,,
3638,,,
1311,,,
1312,,,
1313,,,
1436,,,
1438,,,
1439,,,
1471,,,
1472,,,
1473,,,
3639,,,
1314,,,
1441,,,
1860,,,
1861,,,
1475,,,
2930,,,
2931,,,
20848,,,
1495,,,
1415,,,
1416,,,
1417,,,
1418,,,
1419,,,
1420,,,
1421,,,
1422,,,
1423,,,
1424,,,
1425,,,
1426,,,
1427,,,
1428,,,
1429,,,
1430,,,
1496,,,
1497,,,
1498,,,
1499,,,
1500,,,
1501,,,
1502,,,
1503,,,
1504,,,
1505,,,
1506,,,
1507,,,
1508,,,
1509,,,
1510,,,
1432,,,
3640,,,
1306,,,
20845,,,
23684,,,
23685,,,
23686,,,
23687,,,
23688,,,
23689,,,
23690,,,
23691,,,
23692,,,
23693,,,
23694,,,
23695,,,
23696,,,
89724,,,
89725,,,
89726,,,
89727,,,
89728,,,
89729,,,
89730,,,
89731,,,
89732,,,
89733,,,
89734,,,
89735,,,
89736,,,
89737,,,
89738,,,
89739,,,
89740,,,
89741,,,
