regimen,exports_USD_avg,imae_avg,ratio_exports_imae,sigma_Y_raw,sigma_Y_norm
DEFINITIVO,439.50575449999997,99.42994102654762,4.420255608747195,4.420255608747195,0.8782610268308452
ESPECIAL,446.21616400000005,88.65873403511905,5.0329634057626755,5.0329634057626755,1
